id,id_venda,id_produto,preco_produto,quantidade
44159772757818,100077,234,3000.0,3
45660779191403,100077,398,10000.0,5
14393815269527,100078,3,30000.0,4
51537049623858,100078,3,30000.0,4
56375089059747,100079,303,300.0,4
34625856837433,100080,303,300.0,2
121904168503,100080,34,5.5,1
9606237821354,100081,398,10000.0,1
89980296156298,100081,3032,50.0,2
4107889076249,100081,398,10000.0,3
56484594149367,100082,303,300.0,4
21443270678228,100083,234,3000.0,2
89137889832567,100083,303,300.0,5
97307563088404,100084,303,300.0,4
4053544552392,100084,3032,50.0,3
97371498386212,100085,398,10000.0,3
93503357597230,100085,303,300.0,5
34341577066140,100085,234,3000.0,4
53638281901650,100086,34,5.5,4
67882170714869,100086,3,30000.0,1
76359635369831,100087,34,5.5,3
33345529138879,100087,3032,50.0,3
6457841389638,100088,3032,50.0,1
65439343289941,100089,34,5.5,5
95477079345401,100090,303,300.0,1
62974812267876,100091,303,300.0,3
49756674215686,100092,234,3000.0,4
86544065679245,100093,3032,50.0,1
72758202459064,100093,34,5.5,5
86013109755896,100093,303,300.0,1
68927977717807,100094,3032,50.0,3
94191863772713,100094,3,30000.0,5
96893562679556,100094,234,3000.0,2
33008460198529,100095,3032,50.0,4
36298607948370,100095,3032,50.0,2
81872014922155,100096,3032,50.0,2
80632930280036,100096,34,5.5,1
94570912158555,100097,3032,50.0,1
15197357018883,100097,3,30000.0,4
22199862313891,100097,398,10000.0,4
77592629267327,100098,234,3000.0,2
70196339340816,100098,3032,50.0,3
38652290187720,100099,34,5.5,3
56750915113917,100099,3,30000.0,5
82103432174326,100099,3,30000.0,3
70978108729109,100100,3,30000.0,1
83436441287544,100101,3,30000.0,2
85691106532772,100101,234,3000.0,2
81003216512706,100102,303,300.0,1
53622987230920,100103,3032,50.0,5
11106245970855,100103,398,10000.0,4
52117174398275,100104,34,5.5,1
19700170426486,100104,398,10000.0,4
93321583844110,100105,303,300.0,5
1937403019857,100105,3,30000.0,1
92121588602517,100106,34,5.5,2
51699677889390,100106,398,10000.0,3
10776423496130,100106,34,5.5,1
31038236188469,100107,34,5.5,1
23767596490657,100108,303,300.0,3
79743312897396,100108,34,5.5,3
80416791239928,100108,303,300.0,4
93723381786506,100109,3,30000.0,3
76712433308448,100110,303,300.0,3
28121002404481,100111,398,10000.0,3
89805454496481,100111,3,30000.0,3
35579594214568,100112,398,10000.0,3
8159687873127,100113,303,300.0,4
58214957599190,100113,398,10000.0,1
49636726142072,100114,3,30000.0,5
90792930530790,100114,34,5.5,4
34013512523795,100114,3,30000.0,5
4970274498502,100115,34,5.5,4
95134372285751,100115,34,5.5,1
83487308682833,100115,234,3000.0,2
64239416393097,100116,34,5.5,3
12804016557467,100116,3,30000.0,2
29332696617539,100117,303,300.0,5
14498299920575,100117,3,30000.0,2
99693084533845,100118,34,5.5,1
86435825991951,100119,303,300.0,2
78863545671999,100119,3032,50.0,2
70897100814562,100119,3,30000.0,4
37766538933071,100120,303,300.0,3
88536551945257,100120,303,300.0,2
25878370180954,100121,398,10000.0,3
92269228570900,100121,3032,50.0,5
81069390947759,100122,34,5.5,5
92525457223256,100122,3,30000.0,1
72299208381942,100122,34,5.5,4
38097330033299,100123,3,30000.0,2
53476277560486,100123,3032,50.0,5
79404468712445,100124,3032,50.0,4
25226847866992,100125,398,10000.0,1
52692359992716,100126,3,30000.0,5
84671953543657,100127,303,300.0,4
88535135462618,100127,3,30000.0,3
58373266359669,100127,34,5.5,1
69863316647160,100128,303,300.0,3
77600471625711,100128,3,30000.0,1
36363527602519,100129,3,30000.0,2
64080474026066,100129,303,300.0,3
17476485151491,100129,398,10000.0,1
45920633087798,100130,398,10000.0,4
74256026744529,100130,3032,50.0,4
38524631818684,100131,3,30000.0,2
39072734762988,100132,3,30000.0,2
60342901298838,100132,234,3000.0,2
42916974322367,100132,303,300.0,3
44337981469032,100133,303,300.0,4
54056050570080,100134,398,10000.0,5
29628728586469,100134,303,300.0,2
15434145930865,100134,234,3000.0,4
27571336299054,100135,3032,50.0,1
2397644572017,100135,234,3000.0,4
39715530323459,100135,303,300.0,3
29240547146525,100136,234,3000.0,1
69730997904171,100137,398,10000.0,1
56499758629014,100137,3,30000.0,5
35811785427020,100137,34,5.5,5
25820596954915,100138,234,3000.0,3
19417944007196,100138,398,10000.0,5
56781424177742,100139,34,5.5,2
74244030586281,100139,3,30000.0,2
98486638409820,100140,234,3000.0,1
9303437173701,100141,303,300.0,1
10017568562308,100141,398,10000.0,3
22425947419813,100142,3032,50.0,3
33572893520149,100143,34,5.5,3
80939734533523,100144,3,30000.0,1
41613258036331,100145,398,10000.0,1
70667106263435,100145,398,10000.0,2
25311720052253,100146,3,30000.0,3
53690660092239,100147,34,5.5,3
1476808752749,100147,303,300.0,1
38257492314549,100147,234,3000.0,2
2995812374936,100148,34,5.5,3
3924570064342,100148,3032,50.0,2
33514174215813,100149,34,5.5,1
77871205451523,100149,3032,50.0,4
82209316715744,100150,303,300.0,5
53752417585191,100150,398,10000.0,5
51315161525686,100151,34,5.5,4
61249451757458,100152,3,30000.0,1
73319520201364,100152,3,30000.0,4
83945052662763,100153,3032,50.0,3
18767433132091,100153,303,300.0,4
85903183656291,100154,3,30000.0,5
19966952476568,100154,398,10000.0,5
71007551917063,100155,34,5.5,4
39627851022778,100155,34,5.5,2
35127127825904,100156,398,10000.0,5
14092266230456,100157,234,3000.0,2
65663425491711,100157,3,30000.0,3
6424876706231,100158,3032,50.0,1
8282411537066,100158,303,300.0,3
27992099525536,100158,303,300.0,2
2159771866057,100159,3,30000.0,5
94538088684966,100159,234,3000.0,3
9777199584077,100159,3032,50.0,3
83094711979510,100160,3032,50.0,2
92137671533159,100160,303,300.0,3
90290570559506,100161,234,3000.0,5
17026954003339,100161,398,10000.0,5
33099806041721,100161,398,10000.0,4
43228437278621,100162,398,10000.0,1
51255293582923,100162,234,3000.0,4
32121747621129,100163,234,3000.0,5
79698680024215,100164,34,5.5,2
60595393166632,100164,234,3000.0,4
79527177207247,100165,34,5.5,1
43312728420632,100165,34,5.5,5
62059466800889,100166,34,5.5,3
77315277275027,100166,3,30000.0,4
38937372280533,100167,34,5.5,4
3309882997901,100168,234,3000.0,1
21925108477244,100168,234,3000.0,1
30079980051608,100169,3,30000.0,1
40658657530443,100169,303,300.0,5
15186126582331,100169,34,5.5,4
32898542722456,100170,3032,50.0,3
27314467712209,100171,3032,50.0,3
41490174822698,100172,3,30000.0,1
4336466449025,100172,303,300.0,5
93158401592897,100172,34,5.5,1
31002316903623,100173,3,30000.0,2
70487838695289,100173,3032,50.0,4
16480942682137,100174,234,3000.0,5
3529272384463,100175,34,5.5,2
46439933403547,100175,303,300.0,4
33236729007306,100175,303,300.0,2
16597137264441,100176,34,5.5,3
55046904441639,100176,3032,50.0,5
91773429644753,100177,3032,50.0,4
56852808825378,100177,3032,50.0,5
79790826075231,100177,3,30000.0,3
49190230379551,100178,3,30000.0,1
51807172579916,100178,3032,50.0,5
5378674735737,100179,34,5.5,2
8145288128400,100179,3032,50.0,3
50881447244729,100180,398,10000.0,1
63051474879145,100180,3032,50.0,1
26974484647506,100180,234,3000.0,4
18402258748138,100181,398,10000.0,3
72904598431733,100181,34,5.5,4
80959647999855,100182,3032,50.0,3
60562976337998,100182,303,300.0,3
87830267499541,100183,3,30000.0,5
78486921260557,100183,34,5.5,4
79653632705423,100183,234,3000.0,2
33845304252432,100184,303,300.0,4
82365247999489,100184,303,300.0,3
50469933356678,100185,34,5.5,1
58261102058544,100186,3032,50.0,2
20819055965537,100186,34,5.5,1
63273952593288,100187,34,5.5,4
65780949840050,100187,3,30000.0,2
54415421773655,100188,398,10000.0,1
29212239228050,100188,3,30000.0,1
78516780171416,100188,303,300.0,3
81322268424783,100189,234,3000.0,2
62413670253220,100189,234,3000.0,2
23624361582409,100190,3,30000.0,4
20462394646017,100191,3032,50.0,3
76725523076781,100191,398,10000.0,1
44889040153006,100191,3,30000.0,5
86394180793038,100192,234,3000.0,2
82206842322406,100193,303,300.0,4
75445758118387,100194,398,10000.0,1
49597599461577,100195,303,300.0,1
30289927830376,100195,3,30000.0,5
66220714947785,100196,3,30000.0,4
4672204238502,100196,3032,50.0,1
84422205712213,100197,34,5.5,3
37396549177808,100197,3032,50.0,3
85917287627470,100197,398,10000.0,4
83140966552850,100198,3032,50.0,3
12657352972388,100198,398,10000.0,4
83816957753598,100198,398,10000.0,3
5755973363338,100199,303,300.0,3
97032096075111,100199,3,30000.0,3
77712612453019,100199,303,300.0,4
58923064335506,100200,3,30000.0,3
16797462047472,100201,303,300.0,2
85397000203489,100201,234,3000.0,4
44068600609718,100202,3032,50.0,4
45598421906342,100202,3032,50.0,2
19642713761931,100203,234,3000.0,3
33548665265472,100203,34,5.5,5
39938386118444,100203,303,300.0,2
32733362725850,100204,3,30000.0,3
26508062039682,100204,398,10000.0,4
99483944852321,100204,3032,50.0,2
70680181130063,100205,303,300.0,2
18405490240399,100205,34,5.5,4
64895107337402,100207,34,5.5,5
98324972952817,100208,234,3000.0,4
76935689634584,100209,398,10000.0,2
24133858487232,100209,234,3000.0,5
39713276936632,100209,234,3000.0,4
61840364631967,100210,3032,50.0,4
90696111972005,100210,398,10000.0,2
93595596126968,100211,3,30000.0,4
23318663070105,100211,34,5.5,5
15048393782420,100211,3,30000.0,1
81712289446113,100212,3,30000.0,2
23760997869567,100212,398,10000.0,4
22724694008167,100212,3032,50.0,5
38481316211241,100213,303,300.0,2
68243591445110,100213,234,3000.0,5
74706595105057,100213,398,10000.0,3
34231487950783,100214,3032,50.0,3
70703712081290,100214,3,30000.0,4
52902271732806,100214,398,10000.0,4
91200067120042,100215,234,3000.0,5
19001135988548,100215,398,10000.0,2
13014827722902,100215,234,3000.0,5
84296099844934,100216,398,10000.0,3
5266104502339,100216,234,3000.0,3
75804574806916,100216,303,300.0,2
84764910664467,100217,3,30000.0,5
35576284592602,100218,3,30000.0,5
91726518517224,100218,398,10000.0,3
83461826048065,100218,398,10000.0,2
50070994324076,100219,303,300.0,5
24488007760324,100220,3032,50.0,2
51309614111187,100221,34,5.5,2
66792459507220,100221,34,5.5,4
90071663171988,100222,34,5.5,4
1555541272778,100223,34,5.5,2
36063988543919,100223,34,5.5,1
25722142076269,100224,3,30000.0,3
15202117962924,100224,34,5.5,5
53176249544690,100225,398,10000.0,1
60240164979994,100225,234,3000.0,1
37771009915974,100225,34,5.5,2
68591033022586,100226,303,300.0,2
89355929267117,100227,34,5.5,4
95528147514940,100228,34,5.5,2
42629473109423,100228,3,30000.0,4
46160138874993,100228,398,10000.0,4
35810093915068,100229,303,300.0,1
49284243247629,100230,3,30000.0,4
37798185182800,100231,3032,50.0,3
29104509281816,100231,303,300.0,2
13569154674392,100232,3032,50.0,3
87273149645353,100233,34,5.5,3
88583358415027,100233,3,30000.0,5
30699348325051,100233,398,10000.0,3
5142630292515,100234,234,3000.0,4
81287301990158,100234,234,3000.0,5
25838896518518,100235,234,3000.0,1
95107100138131,100235,3,30000.0,4
35429909774778,100235,3,30000.0,5
8014177820493,100236,303,300.0,4
18500074756133,100236,3032,50.0,2
73833203185490,100237,34,5.5,4
70914653040788,100237,234,3000.0,4
35294374359113,100238,303,300.0,3
68601214250549,100238,3,30000.0,4
19793007380687,100239,34,5.5,3
66581172182292,100239,234,3000.0,4
10304207067041,100240,3032,50.0,2
75759633040024,100241,3,30000.0,2
40718777891501,100242,34,5.5,2
99083074480486,100243,34,5.5,1
62949388108031,100243,3032,50.0,5
64962058233097,100243,303,300.0,3
47856950058047,100244,3032,50.0,3
3855995433285,100244,34,5.5,5
5373944128358,100245,3,30000.0,5
93349061132688,100246,234,3000.0,5
66104332476645,100247,303,300.0,2
28464245805819,100248,3032,50.0,2
16605777921560,100248,398,10000.0,3
68662528064575,100249,234,3000.0,5
88505302381062,100250,34,5.5,1
79548350146792,100250,3032,50.0,5
38910179231665,100250,234,3000.0,5
32919170426603,100251,3032,50.0,4
98798972782212,100251,398,10000.0,2
77216218856332,100251,303,300.0,2
94037457334322,100252,303,300.0,5
58630320291364,100253,3032,50.0,5
35663131096392,100254,234,3000.0,2
63346696725163,100254,303,300.0,1
33409409307813,100255,398,10000.0,2
3083055933797,100255,3,30000.0,2
30274613397005,100256,398,10000.0,5
32615302227923,100256,3,30000.0,3
65846803712113,100257,303,300.0,2
62923074909688,100258,398,10000.0,4
68615512648576,100259,3,30000.0,5
33389861933636,100259,303,300.0,1
34633898329811,100259,3032,50.0,3
40909892599392,100260,303,300.0,4
76740136126463,100260,234,3000.0,2
68116070691056,100260,3032,50.0,3
62542864176460,100261,303,300.0,2
20174934998056,100261,303,300.0,3
73878679407615,100261,303,300.0,5
66545240198442,100262,34,5.5,2
28270193402415,100263,34,5.5,4
19111086658834,100263,234,3000.0,2
45346139325768,100263,34,5.5,2
43713767637496,100264,3032,50.0,1
52422235488163,100265,234,3000.0,5
96309241959005,100265,303,300.0,3
93379451999846,100266,398,10000.0,5
207888705312,100266,3,30000.0,4
94486932457684,100268,398,10000.0,3
75154151631422,100268,3032,50.0,4
4848908609831,100269,303,300.0,1
95221538223577,100270,34,5.5,5
34873288485594,100270,234,3000.0,3
68661559415696,100270,3032,50.0,3
67731026025997,100271,303,300.0,1
24848219229364,100271,3032,50.0,2
13094599977346,100272,3032,50.0,4
47478267812193,100273,398,10000.0,3
23917639862938,100273,3,30000.0,2
22319661590383,100273,234,3000.0,5
72148953145564,100274,3032,50.0,4
52867115167930,100274,234,3000.0,2
57307477611668,100275,3,30000.0,4
52632034968773,100275,34,5.5,4
15566260757563,100276,234,3000.0,4
66675592810019,100277,3,30000.0,2
37895645525654,100278,3,30000.0,3
22121183470488,100278,303,300.0,4
66595062511244,100278,3,30000.0,4
3654341909415,100279,34,5.5,5
46447922991741,100280,3032,50.0,4
17926335462333,100280,34,5.5,3
59598391513761,100281,3032,50.0,4
45605861753789,100281,234,3000.0,3
91293522395264,100281,3,30000.0,4
88448367441619,100282,234,3000.0,5
25588538127251,100282,234,3000.0,1
88719180084794,100282,34,5.5,2
78465321748215,100283,34,5.5,3
48744431397235,100283,398,10000.0,1
32378273908708,100284,398,10000.0,5
20745426517017,100285,303,300.0,5
49168801822960,100285,34,5.5,4
93444853645216,100285,34,5.5,3
34468232695006,100286,234,3000.0,5
34114900770817,100286,303,300.0,4
71074727751781,100286,34,5.5,1
75547078395144,100287,398,10000.0,5
49145253102222,100287,303,300.0,4
25453816092267,100288,303,300.0,3
88364551550335,100288,3032,50.0,5
58990815064491,100289,34,5.5,5
19990129051820,100289,3032,50.0,1
37988315345726,100289,3,30000.0,5
80557386812177,100290,398,10000.0,1
1008890845539,100290,3032,50.0,4
10470839828986,100290,3,30000.0,4
50970000857,100291,234,3000.0,3
68836419797583,100291,234,3000.0,3
88805214100323,100292,3,30000.0,2
36084791173808,100293,398,10000.0,4
20438227177557,100294,234,3000.0,3
97430161700102,100294,234,3000.0,4
87398591427169,100295,398,10000.0,5
39831706094756,100295,303,300.0,5
52477798610561,100295,3032,50.0,5
29447121099042,100296,303,300.0,4
22087348374074,100296,3,30000.0,1
62366000283514,100296,3,30000.0,2
55899178244280,100297,34,5.5,3
3081772272122,100297,303,300.0,2
61084214231888,100297,303,300.0,3
99154666300227,100298,34,5.5,3
90942083275758,100298,398,10000.0,1
74714623912577,100299,398,10000.0,2
64930675661972,100300,3,30000.0,5
61684353789429,100300,3032,50.0,2
54570899156372,100300,234,3000.0,5
42219180433631,100301,234,3000.0,4
43335963302324,100302,34,5.5,5
78848767044270,100302,34,5.5,4
99175283711227,100303,303,300.0,4
15392366775015,100303,303,300.0,3
94570462405761,100303,398,10000.0,4
49285092579768,100304,3,30000.0,1
66061661048669,100305,3032,50.0,5
51713936964977,100305,303,300.0,4
7160628000398,100306,398,10000.0,4
70117936382813,100306,3,30000.0,4
18392896608624,100306,3032,50.0,3
3406420635323,100307,398,10000.0,3
2806157735760,100307,34,5.5,4
23337567145155,100307,234,3000.0,3
59469220329232,100308,303,300.0,5
41070224208085,100309,3,30000.0,1
4792954602741,100309,3,30000.0,5
15504518698296,100309,303,300.0,3
32725171395641,100310,398,10000.0,4
82978621525606,100310,234,3000.0,3
29823345630185,100311,34,5.5,1
99642002924665,100311,34,5.5,5
16661669687925,100312,303,300.0,2
25843831161954,100313,398,10000.0,2
49765483400410,100314,303,300.0,2
92039708110752,100314,3032,50.0,4
49864944975477,100315,34,5.5,2
20389058958144,100315,398,10000.0,5
84176349380574,100316,3032,50.0,3
82790193922226,100316,398,10000.0,3
64524550806299,100316,398,10000.0,5
97525538333987,100317,3032,50.0,1
81376457107337,100317,234,3000.0,5
41122235469366,100317,34,5.5,1
13456049127304,100318,234,3000.0,3
11059971740813,100318,398,10000.0,2
42447741867624,100319,3032,50.0,4
10925598736590,100320,34,5.5,5
81441461654029,100320,234,3000.0,4
70577830633548,100320,398,10000.0,2
35943001082203,100321,398,10000.0,2
49492419418444,100321,398,10000.0,3
17630718515721,100322,303,300.0,2
61338107209710,100324,398,10000.0,4
51619037667069,100324,3032,50.0,3
54445010794105,100325,234,3000.0,5
23485966012819,100326,398,10000.0,1
56914369311180,100326,398,10000.0,1
55135057830242,100327,234,3000.0,3
46903832357387,100327,303,300.0,3
77640370517343,100328,3032,50.0,2
53287011781857,100329,303,300.0,1
16493110720444,100330,34,5.5,3
61532252324837,100330,3032,50.0,3
7893574812023,100330,34,5.5,5
46845332419810,100331,3,30000.0,5
70158924825599,100332,3032,50.0,4
69268187060023,100332,234,3000.0,5
34922035805442,100333,398,10000.0,4
32948653446907,100333,3032,50.0,4
70965496299206,100333,303,300.0,1
23305529287590,100334,3032,50.0,1
15315668813482,100334,3032,50.0,1
20680742055308,100334,234,3000.0,4
98624971980368,100335,3,30000.0,1
71649590984516,100335,34,5.5,5
93519936203880,100335,234,3000.0,4
80011457646497,100336,398,10000.0,1
38425608978350,100336,3,30000.0,1
67102639494113,100337,3032,50.0,1
67575484104092,100337,3,30000.0,1
58945362824814,100338,34,5.5,2
42423040914437,100338,398,10000.0,5
95120911081753,100338,3032,50.0,5
19489580490847,100339,398,10000.0,1
65092866676239,100339,3032,50.0,5
33645209422367,100340,3032,50.0,5
78600700704320,100341,3032,50.0,5
61635430031226,100342,303,300.0,1
44376135875367,100342,34,5.5,4
96853033570753,100343,3032,50.0,5
43589077764593,100344,234,3000.0,5
25219373281107,100345,34,5.5,3
8572833756282,100345,303,300.0,2
6710232826525,100346,398,10000.0,3
80535780313332,100346,234,3000.0,1
76199843022922,100347,303,300.0,4
49930538116700,100347,234,3000.0,3
65621923971806,100348,303,300.0,1
73458492820702,100349,3,30000.0,2
32546571824525,100349,234,3000.0,3
83767519532151,100350,398,10000.0,1
99000869668121,100350,3032,50.0,4
52998952954920,100350,34,5.5,1
20651392080751,100351,34,5.5,1
55602984677839,100352,34,5.5,5
63624149117583,100353,398,10000.0,1
41256254261581,100353,34,5.5,2
57449588202755,100354,234,3000.0,5
26001592978305,100354,303,300.0,5
32635705973265,100355,3032,50.0,5
82114201110244,100356,3,30000.0,1
62249336473842,100357,3,30000.0,1
88957624585714,100357,234,3000.0,2
18096891818932,100358,303,300.0,4
19102636178026,100358,398,10000.0,5
41579946402350,100359,398,10000.0,1
51294680017447,100359,34,5.5,5
17631370545869,100359,398,10000.0,1
80902912317517,100360,34,5.5,5
91884676050254,100361,34,5.5,1
36579888054001,100361,34,5.5,5
66584072893682,100362,303,300.0,3
17786850100965,100363,234,3000.0,2
92015482574220,100364,234,3000.0,3
51049335543389,100364,234,3000.0,3
64825433407910,100365,398,10000.0,4
45137580883885,100365,303,300.0,1
47256045132045,100365,398,10000.0,2
77692153093141,100366,34,5.5,4
79435785197644,100366,234,3000.0,2
71931119705537,100366,34,5.5,5
88055865753606,100367,398,10000.0,1
30871327149090,100368,34,5.5,4
97801329271200,100368,34,5.5,4
43082160093494,100368,398,10000.0,2
72985904388052,100369,34,5.5,4
93703735526608,100369,3,30000.0,4
89646703932190,100370,3,30000.0,5
3105925471918,100371,3,30000.0,1
95316803053175,100371,3,30000.0,1
95469930129227,100371,3,30000.0,1
79084031468740,100372,3032,50.0,3
52093737244413,100372,234,3000.0,5
58717924860572,100373,234,3000.0,5
5006995421070,100373,398,10000.0,4
75408585903806,100374,398,10000.0,2
93629639469313,100374,303,300.0,1
35723920217626,100374,3,30000.0,2
65770274841517,100375,3032,50.0,1
10043805462899,100375,3,30000.0,4
50253660480966,100376,234,3000.0,5
46394000745702,100376,34,5.5,2
82805532869485,100377,3032,50.0,1
87364253138483,100377,303,300.0,3
62003999935069,100377,234,3000.0,4
65036141063813,100378,3032,50.0,3
72918745217530,100378,34,5.5,1
59386044608908,100379,3,30000.0,4
34076117512450,100380,303,300.0,3
47484320036383,100381,303,300.0,5
29754542096177,100381,398,10000.0,3
37188638137915,100381,3,30000.0,4
26024391476105,100383,234,3000.0,4
69692552431804,100384,303,300.0,5
25088252834892,100384,34,5.5,5
39696142357122,100385,34,5.5,4
10381967828450,100386,34,5.5,2
69079827510609,100387,398,10000.0,4
34345753104283,100387,398,10000.0,2
20769255307158,100387,3,30000.0,5
41460058213527,100388,3032,50.0,1
70814983593887,100388,234,3000.0,2
47540544456831,100388,234,3000.0,2
5804047448908,100389,3,30000.0,3
99313674763139,100389,3032,50.0,2
56795503065569,100389,234,3000.0,3
63478483087125,100390,34,5.5,1
82063523503099,100390,234,3000.0,5
25982246240383,100391,303,300.0,5
73335234357005,100392,234,3000.0,3
45301712862566,100393,398,10000.0,3
25795769193426,100393,303,300.0,2
7813110139705,100394,234,3000.0,3
93648614061576,100394,234,3000.0,2
90124641678464,100395,3032,50.0,1
15113329375200,100395,303,300.0,4
90274992252267,100396,303,300.0,2
88510332278405,100396,303,300.0,3
54542205946145,100396,398,10000.0,4
28829794542793,100397,3,30000.0,4
30795714964585,100397,234,3000.0,3
43219592758651,100398,303,300.0,2
60498287097932,100399,3032,50.0,3
7118225083841,100400,303,300.0,1
10662175667652,100400,3032,50.0,1
90904537354993,100401,234,3000.0,2
24219305649457,100401,3,30000.0,2
96458627098028,100401,34,5.5,5
456726266719,100402,34,5.5,1
63539798240255,100402,234,3000.0,3
79567256540318,100403,398,10000.0,2
60939226845269,100403,398,10000.0,4
9185520689488,100403,303,300.0,2
26515856053978,100404,3,30000.0,4
3530936391456,100405,34,5.5,4
26707405792719,100406,3032,50.0,2
53982715468751,100406,3,30000.0,5
35833259293237,100407,3,30000.0,3
39964686569309,100408,34,5.5,2
27320012203055,100408,3032,50.0,1
21440387132683,100409,234,3000.0,5
86117285331253,100409,34,5.5,3
41427337622049,100410,398,10000.0,2
1931230355078,100412,3,30000.0,2
39802281860806,100412,3,30000.0,1
68778956063439,100413,3032,50.0,2
51608522339141,100413,3,30000.0,3
